ResponseID,DistrictCode,A1_Practice,A1_Importance,A2_Practice,A2_Importance,A3_Practice,A3_Importance,A4_Practice,A4_Importance,A5_Practice,A5_Importance,A6_Practice,A6_Importance,A7_Practice,A7_Importance,A8_Practice,A8_Importance,A9_Practice,A9_Importance,A10_Practice,A10_Importance,B1_Practice,B1_Importance,B2_Practice,B2_Importance,B3_Practice,B3_Importance,B4_Practice,B4_Importance,B5_Practice,B5_Importance,B6_Practice,B6_Importance,B7_Practice,B7_Importance,C1_Practice,C1_Importance,C2_Practice,C2_Importance,C3_Practice,C3_Importance,C4_Practice,C4_Importance,C5_Practice,C5_Importance,C6_Practice,C6_Importance,C7_Practice,C7_Importance,D1_Practice,D1_Importance,D2_Practice,D2_Importance,D3_Practice,D3_Importance,D4_Practice,D4_Importance,D5_Practice,D5_Importance,D6_Practice,D6_Importance,D7_Practice,D7_Importance
R_00202,D001,4,5,5,3,4,5,5,3,3,5,3,3,4,3,5,4,3,3,3,5,4,4,5,4,5,4,3,5,5,3,5,3,5,4,5,3,3,3,3,4,5,3,4,5,3,4,4,4,5,3,3,3,5,4,3,3,5,3,5,4,4,3
R_00203,D011,4,4,4,4,5,3,3,4,4,5,3,5,3,3,3,3,4,5,3,5,5,4,4,5,4,4,4,4,4,3,5,5,4,3,5,3,3,4,4,3,5,3,3,3,3,3,5,4,4,5,5,3,5,4,5,5,4,3,4,3,4,3
R_00204,D010,4,5,3,3,4,5,5,3,4,4,3,3,4,4,4,3,3,3,3,4,5,4,4,3,3,5,5,5,3,4,5,5,5,5,5,4,3,4,4,5,3,4,4,3,3,4,4,5,5,4,4,5,5,4,4,5,5,5,3,3,3,3
R_00205,D001,3,2,3,4,5,2,3,4,5,4,3,3,4,3,2,2,2,3,5,5,5,2,4,5,4,5,5,3,2,4,3,5,4,3,2,4,2,4,3,3,3,2,3,3,3,2,5,4,5,5,4,4,3,3,4,5,3,4,4,5,2,4
R_00206,D014,5,5,5,5,3,3,4,5,4,4,5,5,4,4,4,4,4,4,6,5,3,5,5,5,4,5,3,3,3,5,4,4,4,5,5,4,5,6,3,4,4,5,5,4,5,5,5,4,5,5,6,4,4,4,3,4,5,5,5,5,4,4
R_00207,D013,5,4,5,3,3,4,5,3,4,4,5,5,3,2,5,4,3,3,3,5,3,4,5,4,3,5,2,2,3,3,5,3,3,5,4,3,4,4,3,4,3,4,4,4,4,2,4,2,3,2,4,5,4,4,3,4,4,3,5,4,2,2
R_00208,D007,4,5,3,5,5,6,4,5,4,6,3,4,5,5,4,4,3,3,5,5,6,4,4,4,5,4,6,5,3,5,5,4,6,4,3,4,4,3,3,5,4,4,3,5,5,6,5,3,3,4,5,5,4,4,5,6,3,3,5,6,5,4
R_00209,D006,3,4,5,5,3,4,4,4,4,3,3,6,4,4,5,5,5,3,3,4,5,4,6,4,3,3,5,3,4,4,3,3,3,5,3,3,5,3,5,4,3,5,3,5,5,5,3,4,4,3,4,5,4,5,3,3,4,5,3,4,6,4
R_00210,D005,5,4,3,4,3,4,5,5,3,5,6,4,5,5,5,3,5,5,5,5,5,3,5,4,5,4,3,3,3,5,3,5,4,4,4,5,6,4,4,4,4,6,4,4,5,5,5,6,5,5,4,4,3,4,4,4,5,4,4,4,4,4
R_00211,D005,6,5,4,4,5,4,4,4,4,5,5,6,3,5,4,5,4,5,4,5,5,3,5,6,5,4,5,5,3,5,4,4,4,4,5,5,3,5,4,6,5,6,3,3,6,6,4,6,5,4,5,4,3,4,6,5,4,4,3,3,4,5
R_00212,D001,4,4,4,5,6,5,3,6,5,3,4,5,4,4,4,5,5,4,5,5,3,5,4,4,5,5,3,5,6,3,5,6,4,4,3,5,4,4,3,3,4,3,4,4,5,5,4,3,3,3,5,4,5,4,5,4,4,4,5,4,5,4
R_00213,D005,4,5,4,4,5,4,5,4,5,3,3,4,3,3,3,4,4,3,5,3,5,4,5,4,4,4,4,5,5,3,3,3,4,5,4,3,5,4,4,5,5,5,4,5,3,5,3,5,3,3,5,4,3,5,3,5,3,3,4,3,3,3
R_00214,D009,6,6,3,4,6,5,3,5,3,5,3,3,5,3,3,4,5,5,3,6,4,3,5,5,4,3,4,3,3,3,3,3,5,5,5,4,4,3,3,4,5,5,3,4,3,4,5,5,4,4,4,4,6,6,4,5,5,5,5,4,4,4
R_00215,D007,3,5,4,4,5,4,4,4,4,3,3,4,5,3,5,5,5,5,4,4,3,3,4,4,4,4,5,4,4,3,6,5,6,4,3,4,4,5,4,5,4,4,4,6,5,4,4,3,6,3,6,3,5,4,3,3,4,3,4,5,4,5
R_00216,D005,4,2,3,4,4,2,4,4,4,2,5,5,3,4,3,4,3,2,5,2,3,3,2,3,5,3,4,3,5,3,4,3,5,2,2,5,3,3,2,3,5,5,4,2,3,5,4,5,5,5,3,4,5,4,3,4,4,4,5,4,4,4
R_00217,D012,5,4,3,5,3,5,5,2,4,5,3,5,4,5,3,5,4,3,3,4,3,4,4,3,2,3,4,5,2,3,5,4,5,3,4,2,5,3,3,5,4,5,4,3,5,3,4,3,3,3,3,2,2,5,2,4,4,3,5,5,4,5
R_00218,D001,3,5,3,4,5,3,4,2,5,3,2,4,5,4,5,3,3,3,5,3,4,4,4,5,3,2,4,3,4,4,2,4,4,2,5,4,4,5,3,4,3,4,3,5,3,5,3,3,3,3,3,2,4,3,3,4,3,2,4,4,4,4
R_00219,D006,4,5,4,4,5,3,4,2,3,3,2,2,5,3,3,4,4,3,4,3,3,3,5,3,3,5,4,4,2,4,5,3,4,5,3,5,3,4,5,5,4,3,4,4,4,5,3,2,4,5,4,3,3,4,4,4,4,5,5,4,4,3
R_00220,D015,4,5,4,4,5,3,4,4,5,5,4,5,6,6,5,3,4,5,4,4,5,3,3,6,4,4,4,3,6,4,4,4,6,5,4,5,4,4,4,6,5,5,4,5,3,6,3,5,4,3,4,6,4,4,4,3,5,3,5,6,3,3
R_00221,D012,4,4,4,5,3,3,3,5,3,4,4,2,5,5,5,2,3,5,5,5,5,3,4,3,5,5,4,3,4,3,3,5,3,3,3,5,4,5,4,5,5,5,3,3,4,4,3,5,5,3,3,3,5,3,4,5,3,3,4,5,5,2
R_00222,D015,4,5,4,5,3,4,3,2,4,2,3,5,5,4,3,5,5,5,2,5,4,4,3,3,4,5,4,3,4,2,5,3,3,5,3,5,2,3,5,3,3,3,3,3,3,2,4,2,3,3,2,5,3,4,5,5,4,5,3,3,3,3
R_00223,D014,3,5,3,3,5,4,4,5,5,4,4,4,3,4,3,5,4,2,5,3,4,3,2,2,5,4,3,4,4,3,4,3,4,4,5,2,3,4,4,5,4,2,3,4,3,5,5,4,5,2,4,3,5,5,3,4,2,3,4,3,4,3
R_00224,D006,5,3,3,5,3,4,5,4,6,4,3,3,3,3,5,3,5,3,3,6,5,5,5,3,3,5,4,5,5,5,3,3,3,3,5,5,5,4,4,5,5,4,3,4,3,4,5,5,5,4,5,4,3,4,3,5,5,5,4,3,3,3
R_00225,D005,4,4,4,2,4,3,3,3,5,5,5,3,4,3,3,5,4,3,5,4,4,3,3,3,3,2,5,4,3,3,2,5,2,5,3,3,5,5,5,4,5,5,4,5,2,5,3,4,4,4,2,3,3,3,4,3,5,4,4,4,5,4
R_00226,D006,4,5,3,5,3,5,4,4,4,4,4,3,5,3,5,3,4,5,3,4,5,4,3,5,3,3,3,5,4,5,4,5,5,3,5,4,3,3,4,5,5,3,4,3,3,5,5,5,4,5,5,5,3,4,3,4,2,4,5,5,4,3
R_00227,D011,5,5,4,5,4,3,4,5,4,4,3,4,5,3,5,5,4,5,5,5,4,5,5,3,4,3,3,4,6,4,3,3,3,4,4,5,3,5,5,6,5,6,5,6,5,4,4,5,5,5,4,4,3,5,4,4,5,6,5,5,4,4
R_00228,D012,3,4,5,3,3,5,4,5,4,4,4,5,5,3,3,5,5,3,3,5,4,3,4,3,4,3,3,4,5,3,4,5,3,5,5,3,3,4,4,4,3,5,4,5,5,3,3,2,3,4,3,5,3,3,5,5,4,3,3,5,3,5
R_00229,D007,5,5,4,5,5,3,4,5,4,3,3,3,4,3,4,4,3,4,5,3,5,3,4,2,4,2,4,2,4,2,3,3,3,3,3,4,4,4,4,3,3,3,3,3,4,3,5,5,3,2,5,4,3,3,4,5,4,4,5,2,4,4
R_00230,D015,3,3,4,3,3,4,5,3,5,5,3,5,4,5,3,6,4,6,4,4,5,5,3,4,3,3,5,5,4,3,5,5,5,4,3,4,4,5,4,5,5,4,4,5,3,6,5,4,6,4,4,5,5,6,3,4,4,5,4,5,4,6
R_00231,D015,2,3,3,3,3,4,4,4,5,4,4,3,4,4,3,5,3,5,3,5,2,4,2,4,2,5,3,5,3,4,3,5,3,3,4,3,3,2,2,2,4,4,4,4,4,4,3,4,4,3,3,3,3,3,5,5,4,5,5,4,4,4
R_00232,D005,4,4,4,4,5,5,2,3,5,5,2,3,5,3,3,4,5,3,4,4,4,3,3,5,3,5,4,2,4,3,3,5,3,3,3,3,3,4,5,3,4,3,4,4,5,4,5,4,3,5,5,4,4,3,4,3,4,3,5,4,5,3
R_00233,D007,5,5,4,5,3,4,4,4,5,3,4,3,3,5,2,3,3,5,4,3,4,5,3,5,2,3,4,3,5,3,3,3,5,3,5,4,3,4,4,5,4,4,5,4,5,5,3,5,3,3,4,5,5,5,3,3,5,5,5,4,4,3
R_00234,D009,3,3,4,5,3,5,4,6,4,3,3,4,5,5,4,3,5,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,3,4,3,5,4,5,4,3,4,3,5,5,4,5,5,5,5,3,5,5,3,5,5,4,4,5,3,4,3
R_00235,D007,4,4,3,5,4,3,3,4,5,3,4,3,4,5,4,5,4,4,4,2,5,3,2,3,3,4,5,5,4,3,2,5,5,3,4,4,3,4,2,4,4,3,4,5,3,4,5,2,5,5,4,5,3,3,5,3,5,4,3,3,4,4
R_00236,D013,5,5,5,3,5,2,4,4,4,5,3,5,3,5,3,3,3,3,4,5,5,2,5,3,2,4,3,4,2,4,2,3,3,4,3,4,4,4,3,4,3,3,2,4,4,3,3,4,4,3,3,5,4,4,3,4,3,5,4,5,5,5
R_00237,D015,5,3,5,3,5,5,3,5,3,4,3,3,5,4,5,3,5,4,4,5,4,3,6,5,5,3,3,4,3,4,5,6,4,4,4,5,4,3,4,5,4,3,4,5,3,4,3,5,3,3,5,4,3,3,4,5,5,4,4,5,5,5
R_00238,D007,5,3,5,4,5,5,4,5,3,3,4,5,3,4,5,4,5,4,3,4,5,5,4,5,5,3,5,3,3,3,5,5,3,5,4,5,4,5,5,4,5,4,5,3,4,5,3,5,4,3,4,3,5,3,4,3,3,5,5,4,3,4
R_00239,D015,5,4,3,3,5,6,3,5,4,4,4,5,3,5,5,4,4,5,4,5,3,3,6,3,4,3,5,5,5,5,6,5,5,4,4,3,6,4,5,4,5,5,4,4,5,4,5,6,5,4,4,3,6,4,4,4,5,5,3,5,4,5
R_00240,D015,4,5,4,4,3,3,4,5,4,4,3,5,3,4,4,4,4,4,4,2,4,4,4,3,4,5,4,5,4,3,4,3,3,2,4,3,5,3,4,5,3,3,4,3,3,2,5,4,3,3,5,4,4,5,4,5,3,5,4,5,4,2
R_00241,D006,4,5,3,5,4,5,3,5,3,5,3,5,3,4,3,4,4,3,5,5,3,4,3,2,4,4,5,5,4,2,3,4,4,5,3,3,4,3,4,4,4,5,3,4,4,2,4,4,4,3,2,5,3,3,3,4,3,3,3,4,3,5
R_00242,D012,5,4,3,4,5,3,5,3,5,5,4,3,5,5,3,4,4,4,5,3,4,4,3,5,3,4,3,3,5,4,5,4,3,3,3,5,5,4,3,3,5,4,5,4,4,3,3,4,3,3,5,4,4,3,4,5,5,3,5,4,3,3
R_00243,D015,6,5,4,4,3,5,6,3,5,4,4,5,4,6,3,6,6,5,5,6,3,3,4,3,4,5,5,3,3,4,5,4,4,5,6,4,4,5,6,4,4,5,4,6,5,3,3,4,4,5,3,4,4,6,4,5,3,5,5,5,3,3
R_00244,D004,5,2,3,2,3,2,2,3,3,3,4,4,2,3,4,4,2,4,5,5,4,3,4,3,4,4,3,5,5,3,4,4,4,4,4,5,4,4,3,4,3,3,3,4,2,4,3,5,4,5,4,5,5,5,3,3,4,4,4,4,5,5
R_00245,D011,5,5,5,4,4,4,3,5,5,4,5,5,3,4,4,4,4,5,5,5,3,5,4,6,5,4,4,5,5,5,5,3,4,5,5,4,3,3,3,3,4,6,4,4,4,3,4,5,4,5,4,6,4,3,5,5,3,5,4,5,5,4
R_00246,D003,4,5,5,6,6,4,4,5,4,4,5,5,4,4,3,5,4,3,5,5,6,5,3,4,4,6,5,5,5,5,3,3,5,3,4,5,6,5,3,3,5,5,5,5,4,3,4,4,5,5,3,5,3,3,4,4,4,5,3,6,3,3
R_00247,D003,3,3,4,4,4,4,4,2,4,4,2,2,3,3,3,3,4,3,4,4,5,4,5,3,4,4,2,4,3,3,4,4,4,5,5,4,2,4,3,2,3,5,4,4,3,3,2,4,5,3,3,3,5,4,4,3,5,4,5,2,4,4
R_00248,D012,4,4,3,4,4,2,3,5,3,3,3,3,3,3,3,5,3,2,5,5,5,2,5,5,3,3,3,3,4,2,4,2,4,5,4,5,2,3,3,3,4,5,3,3,5,5,4,4,3,4,3,3,3,4,5,3,4,5,4,3,5,3
R_00249,D001,4,5,4,4,3,3,4,3,5,3,4,3,4,5,5,4,3,3,5,5,4,3,4,5,3,3,4,4,4,5,4,4,3,3,5,5,5,4,3,3,4,3,4,3,3,3,5,4,4,3,3,5,3,5,3,4,3,4,4,4,4,4
R_00250,D005,2,2,3,4,5,3,3,4,5,3,3,3,3,4,2,4,4,5,4,3,2,5,3,3,3,3,4,4,4,2,4,4,2,3,2,4,4,4,5,2,4,4,5,4,3,2,3,5,2,4,2,4,4,4,3,5,4,5,3,4,5,4
R_00251,D009,4,4,5,3,4,3,3,3,2,3,3,2,4,3,3,3,3,3,4,5,4,4,4,5,5,4,2,4,5,3,3,5,4,2,4,4,5,4,3,2,2,3,4,2,5,4,2,5,5,5,5,3,4,4,4,4,5,5,4,3,3,5
R_00252,D015,4,5,6,6,4,5,5,6,6,5,4,3,5,4,5,4,4,6,4,4,4,4,3,3,5,4,3,4,4,3,5,5,4,3,5,3,5,3,3,5,5,5,5,5,4,5,3,5,4,6,5,5,5,3,3,4,5,4,5,5,4,4
R_00253,D001,5,3,4,6,5,5,4,4,3,6,5,5,5,5,3,5,6,6,5,4,5,4,4,4,5,3,4,4,3,3,5,3,3,6,4,5,5,4,5,3,4,5,5,4,5,4,4,5,6,3,4,4,6,5,4,5,4,5,3,4,4,5
R_00254,D008,5,4,5,5,5,6,5,5,3,3,5,5,4,6,3,4,4,3,4,5,3,3,5,4,4,3,3,3,4,3,3,4,3,4,4,3,5,4,5,5,5,3,4,4,5,5,4,6,5,5,4,4,3,3,4,4,6,5,5,5,6,5
R_00255,D015,4,4,5,3,5,4,4,4,5,4,3,5,3,4,3,3,5,3,4,5,5,3,5,4,4,5,4,5,4,3,3,5,3,5,4,5,5,3,3,4,5,3,4,3,4,3,4,3,4,4,3,3,4,4,3,3,4,4,5,5,5,4
R_00256,D006,3,5,3,3,5,3,4,4,5,4,5,4,5,3,3,3,5,5,3,3,5,4,5,5,5,5,3,4,5,3,4,3,4,3,3,5,5,3,3,3,3,5,5,4,5,5,4,4,5,4,4,3,3,5,3,4,5,4,5,4,4,4
R_00257,D001,6,3,4,4,4,5,6,3,5,3,5,6,4,5,3,5,4,6,4,4,3,5,3,5,6,3,4,3,5,4,3,4,5,4,5,3,4,6,5,4,4,4,4,3,4,5,4,5,4,5,6,3,5,4,4,4,5,4,3,3,5,3
R_00258,D015,4,3,4,4,4,5,4,4,5,2,3,4,4,3,3,4,4,4,2,5,4,3,3,2,4,4,4,2,5,4,3,3,2,3,4,2,4,5,3,4,4,3,4,3,5,5,2,5,5,5,4,4,4,3,4,3,5,5,3,3,3,5
R_00259,D015,4,5,3,4,3,2,4,3,4,4,2,4,5,5,4,3,4,3,4,4,4,5,4,5,4,4,4,4,3,5,4,2,5,3,4,3,4,3,4,3,3,2,3,4,4,5,3,3,3,5,5,4,4,3,3,4,3,5,5,4,4,3
R_00260,D012,5,6,4,4,3,5,6,3,3,5,3,4,6,3,5,4,4,3,6,4,5,5,5,5,4,4,3,3,4,4,5,4,6,4,5,6,5,5,3,4,3,4,4,5,6,5,4,4,6,5,5,5,3,4,5,3,5,4,3,4,5,6
R_00261,D015,4,3,3,5,4,6,5,4,3,3,5,5,3,3,3,5,6,3,3,5,4,3,4,5,4,5,4,4,3,5,5,4,4,3,3,4,4,4,3,4,5,4,4,4,4,4,3,4,5,5,5,3,3,5,4,4,5,4,5,3,4,3
R_00262,D015,5,4,3,5,4,4,5,3,2,5,4,2,5,5,3,3,2,4,3,3,5,4,4,4,4,3,3,4,4,2,4,5,4,3,4,4,5,3,3,3,5,3,4,3,5,5,5,3,4,3,3,5,3,3,4,5,3,4,3,5,3,5
R_00263,D006,5,3,5,3,4,6,6,4,6,4,3,3,5,4,3,3,5,4,5,5,3,3,4,6,5,3,5,5,4,3,4,4,6,6,5,4,4,3,4,5,5,6,3,5,6,5,5,5,3,5,3,3,3,5,5,4,5,5,3,5,3,3
R_00264,D001,3,2,5,3,5,5,3,4,5,4,3,3,5,3,4,4,4,4,5,4,3,3,5,5,4,5,5,5,4,3,4,5,5,3,5,5,3,3,3,3,4,4,3,3,4,3,5,5,5,4,4,5,3,5,3,4,4,3,4,3,4,3
R_00265,D007,6,6,6,4,5,6,4,4,6,5,5,6,4,3,3,4,4,4,4,3,4,5,4,4,4,4,4,5,5,5,4,5,3,4,5,5,5,5,6,3,3,3,5,6,3,6,3,4,4,6,5,3,5,3,3,5,4,4,5,6,5,3
R_00266,D004,2,2,3,3,4,4,5,2,2,3,4,5,2,2,3,4,3,5,5,4,4,3,4,4,2,3,5,3,4,4,5,3,4,5,4,4,3,2,3,4,2,2,3,5,4,5,4,2,4,4,2,3,5,5,3,4,4,4,2,4,4,5
R_00267,D015,4,5,6,6,4,5,4,4,5,3,4,3,3,6,5,5,5,4,4,6,5,3,5,5,4,3,5,4,4,4,5,5,6,5,5,4,5,6,4,4,3,4,4,6,3,4,4,5,5,3,4,4,4,6,4,3,5,4,3,4,6,5
R_00268,D003,4,5,3,5,3,3,5,4,5,4,3,5,4,6,4,4,3,5,3,4,3,3,6,4,5,6,6,4,5,6,4,6,4,5,5,3,5,5,4,3,3,6,4,5,5,5,5,3,4,4,3,4,4,3,5,3,4,3,4,3,5,4
R_00269,D004,5,3,5,5,3,3,5,5,4,5,5,4,4,4,5,4,3,4,4,3,4,3,5,5,4,5,3,4,3,3,5,3,3,4,5,4,3,4,4,5,4,4,5,5,3,5,3,3,3,4,3,5,3,3,4,4,4,4,5,3,4,3
R_00270,D005,4,3,3,3,5,4,3,4,5,3,4,3,2,3,4,2,2,3,2,5,4,3,3,4,4,5,3,5,3,4,2,5,3,3,3,2,3,3,4,5,3,5,3,5,4,3,5,3,4,3,2,2,3,4,4,5,4,5,4,3,4,5
R_00271,D003,4,3,5,4,5,5,5,3,4,3,4,5,3,3,4,4,4,4,4,5,5,5,4,5,5,4,5,6,3,4,4,4,4,4,5,4,5,4,4,6,5,5,3,3,4,3,5,4,4,3,3,3,5,3,4,3,3,4,3,5,4,5
R_00272,D010,3,4,5,4,5,4,4,5,5,4,4,5,3,3,3,5,3,4,4,3,3,3,3,3,5,5,5,5,3,3,2,4,3,3,3,5,5,3,3,5,5,4,3,3,4,3,4,4,5,4,3,3,4,4,5,5,3,5,5,4,5,3
R_00273,D005,4,5,4,5,4,4,5,3,3,3,3,3,3,4,5,4,5,5,5,3,3,3,5,4,3,5,4,4,5,3,5,3,4,5,3,3,5,5,3,4,5,3,5,5,4,4,3,5,5,5,3,3,3,5,3,4,3,5,3,5,4,2
R_00274,D007,3,6,5,5,3,3,4,4,3,5,4,3,4,6,4,5,4,5,5,3,5,5,5,3,4,5,3,5,5,3,4,5,5,5,3,4,4,4,4,4,3,4,3,5,5,3,5,5,5,5,5,3,5,4,5,5,3,3,3,5,3,3
R_00275,D005,4,5,3,2,3,5,4,3,5,5,4,4,3,5,5,3,3,4,3,3,5,3,4,4,3,4,5,5,3,4,5,3,5,4,3,3,3,4,5,4,4,3,4,4,2,3,4,4,5,5,5,3,3,4,4,5,4,3,2,5,2,3
R_00276,D008,3,4,3,5,4,3,4,3,3,5,6,6,3,6,5,5,3,3,5,5,5,4,5,4,5,5,4,4,5,3,3,6,3,5,3,6,6,4,5,5,4,6,4,6,5,4,5,5,5,5,3,6,4,4,5,5,6,3,5,5,4,5
R_00277,D012,5,3,4,4,3,5,4,3,3,4,3,5,5,5,4,3,3,4,3,4,4,3,5,4,3,5,4,4,3,5,5,3,3,4,5,5,4,4,4,5,3,4,5,4,4,3,5,3,5,4,3,3,4,4,3,4,2,3,3,4,3,3
R_00278,D009,3,5,3,4,5,4,5,4,5,4,4,5,4,4,4,3,3,4,4,3,4,5,3,5,5,3,6,5,6,4,4,4,4,5,5,5,5,5,5,4,3,3,5,4,3,6,5,5,5,3,3,3,3,3,5,5,4,4,6,4,4,5
R_00279,D007,3,4,4,4,4,5,4,4,4,4,5,5,3,5,4,4,5,3,5,3,4,4,5,4,3,5,6,4,5,6,4,3,5,5,3,5,3,3,5,4,5,3,4,3,3,4,3,4,6,5,5,5,5,4,4,4,4,5,4,4,4,4
R_00280,D005,6,5,4,4,3,6,5,4,6,5,5,4,5,5,4,4,4,6,6,4,4,5,5,5,3,3,4,4,5,4,6,6,5,5,5,4,5,4,4,3,3,6,5,3,5,3,4,3,4,6,4,3,5,5,4,4,5,5,3,4,3,4
R_00281,D006,5,3,4,4,5,3,5,3,3,3,5,4,5,5,4,4,3,4,4,5,5,4,4,5,5,4,5,3,3,3,3,3,3,3,3,4,3,5,3,3,5,3,4,3,5,3,4,3,4,4,2,3,4,4,4,4,5,3,5,5,2,5
R_00282,D015,5,5,4,3,5,6,3,5,3,5,4,5,3,3,6,4,5,3,3,5,5,5,3,5,4,3,4,3,5,5,5,5,3,3,6,5,3,3,3,4,6,3,5,3,3,3,4,3,5,5,4,4,5,3,5,3,4,4,5,4,5,3
R_00283,D005,3,5,3,3,4,5,5,3,2,3,5,5,3,4,4,5,5,5,5,5,2,4,3,3,5,3,5,3,5,5,5,3,5,4,5,3,5,4,4,3,3,3,5,4,5,5,3,3,4,4,5,3,4,4,3,5,3,3,4,5,4,4
R_00284,D006,4,4,4,5,6,4,5,4,5,3,3,3,3,3,4,6,3,5,6,4,5,5,3,6,6,3,5,5,4,5,5,6,5,4,5,5,4,4,5,5,5,3,3,3,5,6,5,4,4,3,3,5,3,3,3,5,5,4,5,4,6,5
R_00285,D011,4,3,5,3,3,5,2,4,4,4,4,3,3,2,3,5,4,3,4,3,4,5,3,4,3,4,5,3,4,3,5,4,3,3,3,5,3,4,2,3,2,3,5,3,2,4,2,4,4,5,2,3,2,5,5,4,3,2,3,4,4,3
R_00286,D006,5,3,4,5,5,4,5,3,4,3,3,4,4,4,3,3,3,4,5,3,3,4,5,5,3,5,3,5,3,5,5,4,3,4,5,5,4,5,4,4,5,3,2,5,3,3,4,3,3,3,3,5,2,5,3,5,5,4,4,4,5,4
R_00287,D012,5,4,6,5,5,3,4,3,4,4,5,5,4,3,3,4,4,3,4,5,5,5,3,5,6,6,5,6,6,3,6,4,5,4,5,6,4,5,3,3,5,3,5,3,6,4,3,5,3,3,3,6,5,5,4,4,6,3,5,4,3,4
R_00288,D007,4,5,4,3,3,5,3,5,5,2,4,4,4,5,5,5,5,3,4,5,5,4,5,4,5,3,5,3,4,4,4,5,5,5,4,5,3,4,3,4,5,3,5,3,4,5,3,3,4,3,4,4,5,3,3,4,4,2,4,4,5,5
R_00289,D001,4,4,5,4,5,4,5,3,6,5,3,5,4,5,5,4,4,4,4,4,3,6,4,6,5,5,4,5,3,5,6,5,3,4,4,6,4,4,3,6,5,3,4,4,5,5,6,3,4,5,5,5,3,4,4,3,6,3,4,4,5,4
R_00290,D008,3,4,5,4,5,5,5,4,5,4,4,5,5,4,3,5,5,5,6,3,4,4,4,6,4,4,5,5,3,4,5,5,4,4,5,3,5,5,6,4,4,6,6,3,3,4,4,4,5,3,6,4,5,4,5,5,3,6,5,4,5,3
R_00291,D007,4,3,4,4,5,5,3,4,6,3,3,6,5,5,3,3,5,5,5,4,4,5,4,5,3,6,4,4,4,5,3,4,4,5,6,4,4,4,4,5,3,3,4,4,5,3,3,5,4,5,3,3,5,4,6,3,4,3,4,5,6,4
R_00292,D015,4,4,3,3,5,3,6,5,4,4,4,4,3,6,3,5,4,3,5,5,4,3,4,4,4,4,5,4,5,5,4,3,5,4,3,3,5,6,4,5,3,3,5,6,3,5,4,5,6,6,3,5,4,6,5,5,4,3,5,4,4,4
R_00293,D006,4,4,3,4,3,4,3,4,3,4,5,3,3,3,3,3,2,5,2,3,3,4,3,4,5,4,3,3,4,4,5,5,3,5,4,3,3,5,4,3,3,5,3,3,4,4,3,3,3,3,5,4,3,4,5,5,4,2,4,4,3,5
R_00294,D001,4,4,3,5,4,4,3,3,4,4,4,5,6,5,4,5,4,3,4,3,4,4,4,5,4,5,4,4,3,5,5,3,4,3,4,5,5,5,5,4,6,4,5,5,5,5,3,4,4,4,5,4,3,6,5,3,5,4,4,4,6,3
R_00295,D005,5,5,3,5,5,4,4,4,4,4,5,5,5,3,4,3,4,5,5,5,2,3,4,4,4,4,5,5,5,5,3,4,4,5,4,3,2,3,4,3,5,5,5,5,5,3,4,5,4,3,4,3,4,4,3,4,5,5,3,3,3,5
R_00296,D007,3,5,4,5,3,5,5,5,5,4,5,5,4,4,4,3,5,5,4,3,5,3,5,3,4,5,5,4,5,5,5,3,5,3,5,3,3,4,3,5,4,5,5,3,4,3,3,5,3,3,4,5,5,5,5,3,4,5,3,5,3,3
R_00297,D006,5,4,4,4,5,3,5,4,4,4,3,3,5,5,5,4,6,6,5,4,4,6,4,3,5,5,5,3,4,3,4,5,3,4,4,5,3,3,4,3,4,4,5,4,4,5,4,3,5,4,4,4,3,3,5,4,3,3,6,4,6,5
R_00298,D004,5,5,4,3,5,5,3,5,4,3,5,3,3,4,4,5,4,3,4,5,4,4,4,4,5,5,4,4,3,4,3,5,5,5,4,5,3,3,4,5,3,4,4,3,3,5,3,5,5,5,4,5,3,4,4,5,3,5,5,5,5,5
R_00299,D012,5,5,5,3,4,3,4,4,3,4,4,4,5,6,4,4,4,5,4,5,3,5,5,5,3,6,3,5,5,6,3,3,3,4,3,3,4,5,3,5,6,5,5,4,4,3,5,3,3,5,5,5,4,5,3,4,5,5,5,3,4,5
R_00300,D001,3,5,4,4,4,5,4,5,6,5,4,3,3,3,4,4,3,4,3,5,5,3,4,3,5,3,3,4,4,5,3,4,3,4,5,3,5,3,3,4,5,3,5,4,3,4,3,6,4,3,4,4,3,3,3,4,5,6,3,4,4,3
R_00301,D012,3,3,2,4,3,2,4,5,4,4,3,2,5,3,5,4,4,4,5,2,3,4,5,3,2,3,3,2,5,5,4,3,4,5,3,2,4,2,3,3,4,4,2,4,5,4,4,3,5,4,3,3,4,3,3,4,3,2,5,3,2,3
R_00302,D012,3,6,3,6,5,4,4,3,3,3,4,3,6,4,5,3,5,4,4,5,4,5,4,4,4,4,5,6,5,3,4,6,5,4,4,4,3,5,4,5,6,6,3,3,4,5,3,4,3,4,5,5,6,5,6,3,5,5,3,3,4,3
R_00303,D007,3,5,3,3,3,5,4,3,3,5,3,3,3,5,4,5,3,3,5,3,3,3,3,3,4,3,3,5,4,3,3,3,4,4,5,6,3,3,5,3,5,5,4,5,4,5,3,4,5,5,4,4,5,5,5,4,4,4,5,3,5,5
